Aged,Married,TotalDependents,ServiceSpan,MobileService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,QuarterlyPayment,GrandPayment,sex_Male,4GService_Satellite Broadband,4GService_Wifi Broadband,SettlementProcess_Card,SettlementProcess_Check,SettlementProcess_Electronic
0,0,0,0.452054795,1,0,1,0,0,0.834208879,0.393319004,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0.189711212,0.007319063,0,1,0,0,0,1
0,0,1,0.095890411,1,0,0,0,0,0.040648933,0.021360918,0,0,1,0,1,0
0,0,1,0,1,0,0,0,1,0.042336457,0.002293276,1,0,1,0,1,0
0,1,1,0.98630137,1,1,1,0,0,0.854931747,0.876308703,1,0,0,0,0,0
1,1,0,0.890410959,1,1,0,0,0,0.863930942,0.818816433,1,0,1,0,0,1
1,0,0,0.123287671,1,0,0,0,0,0.648143584,0.090955408,0,0,1,0,0,1
0,1,1,0.383561644,1,0,0,0,0,0.022362598,0.069429246,0,1,0,0,1,0
1,1,0,0.465753425,1,0,0,0,1,0.731416776,0.380163628,0,0,1,1,0,0
0,1,1,0.945205479,0,1,1,1,0,0.640191117,0.690938059,1,1,0,1,0,0
0,0,0,0.04109589,1,0,0,0,0,0.020697418,0.007463721,0,1,0,0,1,0
0,0,1,0.561643836,1,1,1,0,0,0.220614949,0.220058129,1,1,0,0,0,1
0,1,0,0.287671233,1,0,1,1,1,0.870894937,0.25905578,1,1,0,0,0,1
0,0,0,0.136986301,1,0,0,1,0,0.562506704,0.100712876,0,0,1,0,1,0
0,0,0,0.04109589,1,0,0,0,0,0.585647638,0.041117653,0,1,0,0,0,0
0,0,0,0.02739726,1,0,0,0,1,0.496421951,0.007806065,0,0,0,0,0,1
0,0,0,0.191780822,1,0,0,0,0,0.495783763,0.107567436,1,0,1,0,0,1
0,1,0,0.95890411,1,0,1,0,0,0.769771232,0.787755795,0,0,0,0,0,1
0,0,1,0.397260274,1,0,0,0,0,0.664650111,0.310582833,0,1,0,1,0,0
0,1,1,0.753424658,1,1,1,1,0,0.712999508,0.571708203,0,1,0,1,0,0
1,0,0,0.095890411,1,0,0,0,0,0.691027522,0.065463543,0,0,1,0,0,1
0,1,1,0.383561644,1,0,0,0,0,0.689961685,0.301941737,0,1,0,1,0,0
0,0,0,0.178082192,1,1,1,1,0,0.320657223,0.063487863,1,0,1,0,1,0
0,1,0,0.931506849,1,0,1,1,0,0.654524302,0.681564055,1,1,0,0,0,0
0,0,0,0.575342466,0,0,0,0,0,0.035770183,0.098041877,0,1,0,0,0,0
0,0,0,0.301369863,1,0,1,1,0,0.652696794,0.242709393,0,1,0,0,0,1
0,1,0,0.876712329,1,0,0,1,0,0.429341176,0.438360523,1,1,0,1,0,0
0,0,0,0,1,0,0,1,1,0.314897249,0.005853143,0,0,1,0,0,1
1,1,0,0.95890411,1,1,0,0,0,0.622619516,0.653461566,1,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0.037221361,0.002365651,0,0,0,0,1,0
0,0,0,0.657534247,1,0,0,1,0,0.482337782,0.368314035,0,0,1,0,0,0
0,1,1,0.479452055,1,1,1,1,1,0.240745222,0.178422074,1,0,1,1,0,0
0,1,1,0.534246575,1,0,1,0,1,0.418283894,0.269549897,1,1,0,0,1,0
0,1,1,0.876712329,0,0,0,0,1,0.089548543,0.181076251,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0.329765582,0.005966953,0,0,1,0,1,0
0,0,1,0.794520548,1,0,0,0,1,0.026353071,0.134948362,1,1,0,0,1,0
0,0,0,0.479452055,1,0,0,1,0,0.856732369,0.407640528,0,0,0,0,0,1
0,0,0,0.123287671,1,0,1,1,1,0.354673453,0.07525563,0,0,1,0,0,0
0,0,0,0.123287671,1,0,0,0,0,0.608919064,0.072033997,0,0,1,0,0,0
1,0,0,0.904109589,1,0,0,0,0,0.086477742,0.192634432,0,0,0,1,0,0
0,0,0,0.082191781,1,0,1,0,1,0.648114005,0.057381516,0,0,1,0,0,1
1,1,1,0.493150685,1,0,0,0,0,0.813055336,0.430816854,1,1,0,0,0,1
0,1,0,0.863013699,1,0,0,1,0,0.219135528,0.269066202,1,0,0,0,0,0
1,1,0,0.98630137,1,0,1,0,0,0.701681075,0.741097345,1,0,1,1,0,0
0,0,0,0.287671233,1,0,1,1,0,0.649987831,0.234150776,1,0,1,0,0,0
0,0,0,0.164383562,1,0,0,0,0,0.529846102,0.087626423,0,1,0,0,0,1
0,0,0,0.917808219,1,0,0,0,0,0.025257018,0.164155385,0,1,0,1,0,0
0,1,1,0.863013699,0,0,0,0,0,0.10393974,0.190842502,0,0,0,1,0,0
0,1,0,0.98630137,1,1,1,1,0,0.643240487,0.671565295,0,0,1,0,0,1
0,0,0,0.054794521,1,0,0,1,0,0.298473201,0.035966111,1,1,0,1,0,0
1,0,0,0.02739726,1,0,0,0,0,0.710004899,0.018885424,0,1,0,0,0,1
0,1,1,0.835616438,1,0,0,0,0,0.570810089,0.512718503,0,0,1,0,0,0
0,0,0,0.273972603,1,0,0,1,0,0.36753318,0.137390686,0,0,1,1,0,0
1,1,0,0.97260274,1,0,1,1,1,0.897851687,0.909229085,0,0,1,1,0,0
0,1,0,0.547945205,1,0,0,0,0,0.034795483,0.096189744,0,0,1,0,0,1
0,0,0,0.136986301,1,0,0,0,0,0.029456803,0.025893985,0,0,0,1,0,0
0,1,0,0.273972603,1,0,0,0,0,0.417790289,0.130331101,1,0,1,0,1,0
0,0,0,0.068493151,1,1,1,1,0,0.222747271,0.025731953,1,1,0,0,1,0
0,1,1,0.095890411,1,0,0,0,1,0.287174505,0.042651609,0,0,1,0,0,0
0,1,1,0.95890411,1,1,1,1,0,0.707830237,0.724601553,1,1,0,0,1,0
0,1,0,0.917808219,1,1,1,0,0,0.469974701,0.497645436,1,0,0,0,1,0
1,0,0,0.97260274,1,0,0,0,1,0.081489162,0.203439917,0,0,1,0,1,0
0,1,0,0.410958904,1,0,1,0,1,0.341794577,0.169959246,1,0,1,0,1,0
0,0,0,0.287671233,1,0,0,0,0,0.085311595,0.07086779,0,0,1,1,0,0
0,0,1,0.342465753,1,0,0,0,0,0.046164201,0.053064687,1,0,1,0,1,0
0,1,1,0.794520548,1,1,1,1,0,0.427953352,0.376918168,1,0,1,0,1,0
0,1,1,0.98630137,1,1,1,1,1,0.549018966,0.577773673,1,0,1,1,0,0
0,1,0,0.97260274,1,0,0,0,0,0.065431605,0.215431381,1,1,0,1,0,0
0,0,0,0.301369863,1,0,0,0,0,0.78863257,0.243890546,0,0,1,0,0,1
0,0,0,0.123287671,0,0,0,0,1,0.282698519,0.049499019,0,1,0,0,1,0
0,1,1,0.945205479,1,0,0,0,0,0.813349313,0.819121736,1,0,1,0,0,0
0,0,0,0,1,0,0,1,0,0.261880832,0.005291312,1,0,1,0,1,0
0,0,1,0,1,0,0,0,1,0.302316107,0.005894041,0,0,1,0,0,1
1,0,0,0.164383562,1,0,0,0,1,0.542529789,0.09539088,0,1,0,1,0,0
0,0,0,1,1,1,1,1,0,0.724232903,0.763729275,0,0,1,0,0,0
0,0,0,0.095890411,1,0,0,1,0,0.336698007,0.030846383,1,1,0,0,0,0
0,1,0,0.863013699,1,0,1,1,1,0.439694559,0.432136166,1,1,0,1,0,0
0,0,0,0.561643836,1,0,0,0,0,0.822560531,0.521012412,0,1,0,0,0,1
0,1,0,0.616438356,1,1,1,1,1,0.48756941,0.350752628,0,1,0,0,1,0
1,1,0,0.808219178,1,1,0,1,0,0.863555815,0.714515859,1,0,1,1,0,0
0,1,1,0.219178082,1,1,0,1,0,0.807546806,0.192141631,0,0,0,0,0,1
0,0,1,0.95890411,0,0,0,0,1,0.028768434,0.176401093,1,1,0,1,0,0
0,1,1,0.945205479,1,1,1,1,1,0.716249534,0.718297405,0,0,1,1,0,0
0,0,0,0.191780822,1,0,0,1,0,0.398543978,0.108240573,0,0,0,1,0,0
0,1,1,0.712328767,1,0,0,0,0,0.051048888,0.125294811,1,0,1,1,0,0
0,1,1,0.945205479,1,1,1,0,0,0.791986898,0.813065353,0,0,1,1,0,0
1,1,0,0.383561644,1,1,1,0,1,0.701792387,0.305659563,0,0,1,0,0,0
0,1,1,0.219178082,1,0,0,0,0,0.622418888,0.14593713,1,1,0,1,0,0
0,1,1,0,1,0,0,0,0,0.050053489,0.002271891,1,0,0,0,0,1
1,0,0,0.219178082,1,1,0,0,1,0.414301882,0.111225674,1,0,1,1,0,0
0,0,0,0.260273973,1,0,0,0,0,0.811146228,0.229539347,0,1,0,1,0,0
0,0,0,1,1,0,1,1,1,0.696704042,0.714009533,1,0,0,0,0,0
0,0,0,0.287671233,1,0,0,0,0,0.018515989,0.048828823,1,1,0,0,1,0
0,0,0,0.01369863,1,0,0,0,0,0.030508794,0.002365383,0,0,0,0,1,0
0,0,0,0.02739726,1,0,0,0,0,0.289273725,0.010203577,1,1,0,0,0,0
0,0,0,0.01369863,1,0,0,0,1,0.034193465,0.002556655,0,1,0,0,1,0
0,0,0,0.095890411,1,1,0,1,0,0.490748259,0.063184725,0,1,0,0,1,0
0,0,0,0.136986301,1,0,0,0,0,0.074626106,0.021950597,1,0,1,0,0,1
0,0,0,0.465753425,1,0,1,1,1,0.801562589,0.406580889,0,1,0,0,0,1
0,1,1,0.97260274,1,1,1,1,1,0.952888146,0.973561996,1,1,0,1,0,0
1,0,0,0.246575342,1,0,1,0,0,0.620936228,0.169346982,0,0,1,1,0,0
0,0,0,0.02739726,1,0,0,0,1,0.511607997,0.016975385,1,1,0,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.711831711,0.734089985,0,1,0,0,1,0
0,1,1,0.150684932,1,0,0,0,1,0.045430038,0.029357104,1,0,1,0,1,0
0,1,1,0.438356164,1,0,0,0,1,0.596643792,0.304773626,1,0,0,0,0,0
1,0,0,0.410958904,1,1,0,0,1,0.564184007,0.242979739,0,0,0,0,0,1
0,1,0,0.246575342,1,0,0,0,1,0.047581198,0.045464368,0,0,1,0,1,0
0,1,0,0.684931507,0,0,0,0,0,0.705970054,0.531544464,1,0,1,1,0,0
0,0,0,0.726027397,1,0,0,0,1,0.032835509,0.132603525,0,1,0,0,1,0
0,1,0,0.808219178,1,0,0,0,0,0.797263522,0.689247369,1,1,0,0,0,1
0,0,0,0.219178082,1,1,0,0,1,0.330633205,0.087972361,0,1,0,0,0,1
0,1,1,0.356164384,1,0,0,0,0,0.63038097,0.256421254,0,0,1,0,0,1
0,1,1,0.780821918,1,0,1,1,1,0.834608216,0.676239478,1,1,0,0,0,1
0,0,0,0.219178082,1,0,0,0,0,0.591817089,0.130266625,0,0,0,0,1,0
0,1,1,0.726027397,1,0,0,0,0,0.084279247,0.155060144,1,0,0,0,1,0
0,0,0,0.98630137,1,1,1,1,1,0.541107531,0.606172891,0,0,0,1,0,0
0,0,0,0.02739726,1,0,0,0,0,0.262352374,0.005261702,1,1,0,0,0,1
0,1,0,0.04109589,1,0,1,0,0,0.587050266,0.017684292,1,1,0,0,0,1
1,1,0,0.917808219,1,1,0,0,0,0.765571432,0.757885523,1,1,0,1,0,0
0,1,1,0.383561644,1,0,0,0,1,0.076519453,0.07992852,1,1,0,0,1,0
0,0,0,0.726027397,1,0,1,0,0,0.852229606,0.654464787,0,1,0,0,0,1
1,0,0,0.04109589,1,0,1,0,1,0.703863598,0.042881914,1,0,1,0,0,1
0,0,0,0.863013699,1,0,0,0,1,0.028343749,0.14050536,1,1,0,1,0,0
0,1,1,0.191780822,1,1,0,1,1,0.513651975,0.12841991,0,1,0,0,0,0
0,0,0,0.465753425,1,1,0,1,0,0.711030303,0.348807682,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,0.292094449,0.005222299,1,0,1,0,1,0
0,1,1,0.726027397,0,0,0,0,1,0.071990554,0.153687034,1,1,0,1,0,0
0,0,0,0.260273973,1,0,0,0,1,0.562871529,0.180794129,0,0,0,0,1,0
0,1,1,0.97260274,1,1,1,1,0,0.962994591,0.932487042,0,0,0,0,0,0
0,0,0,0.479452055,1,0,0,1,0,0.495003056,0.289300689,1,1,0,0,1,0
1,0,0,0.02739726,1,0,0,0,1,0.538101566,0.0087714,0,1,0,0,0,1
0,0,1,0.315068493,1,0,0,1,1,0.370126938,0.151427496,1,1,0,0,0,1
0,1,0,0.904109589,1,0,1,1,0,0.890973293,0.819699952,0,1,0,1,0,0
0,0,0,0.315068493,1,0,0,0,1,0.041412671,0.054160887,0,0,1,0,1,0
0,1,1,0.178082192,1,1,0,0,0,0.320787879,0.068048354,0,0,1,0,1,0
0,0,1,0.082191781,1,0,0,0,0,0.520320254,0.054616878,0,1,0,0,0,1
0,1,0,0.835616438,1,0,1,0,1,0.622715228,0.568036243,1,1,0,0,0,0
0,1,1,0.97260274,1,1,0,1,1,0.490197939,0.547965005,0,0,1,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.029829371,0.002503823,0,0,0,0,1,0
0,0,1,0,1,1,0,1,0,0.520674428,0.008271157,1,0,1,0,0,0
1,0,0,0.575342466,1,1,1,0,1,0.901390572,0.559579173,0,0,1,1,0,0
0,1,0,0.589041096,1,0,0,0,0,0.607938474,0.434655239,1,0,1,0,0,0
0,1,0,0.945205479,1,0,1,1,1,0.402706544,0.477411758,0,0,1,0,0,0
0,0,0,0.164383562,1,0,0,0,0,0.032812532,0.02825176,0,0,1,0,0,1
0,1,0,0.753424658,0,0,1,1,1,0.735886685,0.589103036,1,1,0,0,0,1
0,0,0,0.821917808,1,1,1,1,0,0.667601824,0.595890135,0,0,0,1,0,0
0,1,0,0.410958904,1,0,0,0,0,0.658631701,0.307969283,1,0,1,0,0,0
0,0,0,0.643835616,1,1,0,0,1,0.69735275,0.488848528,0,1,0,1,0,0
0,1,0,0.04109589,1,1,0,0,0,0.450070268,0.013101111,1,0,0,0,1,0
0,0,0,0.01369863,1,0,0,0,0,0.415999941,0.013209981,1,0,0,0,0,1
0,1,1,1,1,1,1,0,1,0.190403832,0.318110796,1,0,1,1,0,0
0,0,0,0.246575342,0,0,0,0,0,0.065291574,0.048800763,1,0,0,0,1,0
1,1,0,0,1,0,1,0,1,0.76106879,0.021150657,0,0,1,1,0,0
0,0,1,0.438356164,1,0,0,0,1,0.033064688,0.078427819,1,0,1,0,1,0
0,1,1,0.01369863,1,0,0,0,0,0.711081234,0.010333278,0,1,0,0,0,1
0,1,0,0.95890411,1,0,1,1,0,0.91558299,0.920875863,1,0,0,0,0,1
0,1,0,0.95890411,1,1,1,0,0,0.262920942,0.341042072,0,1,0,0,0,0
0,0,0,0.712328767,1,1,0,1,0,0.914201748,0.681255379,0,1,0,1,0,0
0,1,0,0.01369863,1,0,0,0,1,0.062913705,0.002945067,0,1,0,0,0,1
0,0,0,0.698630137,1,1,1,1,1,0.63777903,0.474960081,0,1,0,1,0,0
1,1,1,0.97260274,1,1,1,1,1,0.741555307,0.741546133,0,0,1,1,0,0
0,1,1,0.465753425,1,1,1,1,1,0.439668216,0.257579343,1,0,0,1,0,0
0,0,1,0.150684932,1,0,0,0,1,0.547778272,0.100502973,0,1,0,1,0,0
0,1,0,0.97260274,1,1,1,1,1,0.601226917,0.643267775,1,1,0,0,1,0
1,0,0,0.205479452,1,1,1,1,0,0.232937462,0.079791022,0,1,0,0,1,0
0,1,1,0.876712329,1,1,1,0,0,0.416229083,0.426951512,0,1,0,0,0,1
0,1,0,1,1,0,1,1,1,0.891427033,0.89335514,0,1,0,1,0,0
0,1,0,0.739726027,1,0,1,1,0,0.931837371,0.668827584,0,0,0,0,0,0
0,0,0,0.931506849,1,0,0,0,1,0.032336107,0.154490139,1,0,1,0,0,0
0,1,1,0,1,0,0,0,1,0.033815932,0.002238459,1,0,1,0,1,0
0,0,0,0.369863014,0,0,0,0,0,0.137125087,0.098712098,0,1,0,0,0,1
0,0,0,0.547945205,1,1,0,0,0,0.620586777,0.367446103,1,0,0,1,0,0
0,1,1,0.095890411,1,0,1,0,0,0.600726681,0.076193885,0,0,1,0,0,0
0,1,1,0.945205479,0,0,0,0,0,0.039713291,0.16786517,0,0,1,1,0,0
0,1,1,0.931506849,1,1,1,0,1,0.547242178,0.594369787,1,0,0,1,0,0
0,1,0,0.794520548,1,1,0,1,1,0.49955886,0.457248726,1,0,1,0,0,1
0,0,0,0.150684932,1,1,0,1,0,0.782586983,0.129426846,0,1,0,0,0,0
0,1,1,0.917808219,1,0,0,0,1,0.082822779,0.198047665,1,0,0,0,0,0
0,0,0,0.01369863,1,0,0,0,1,0.275608759,0.005339277,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,0.671790858,0.009863513,0,0,1,0,0,1
0,0,1,0.02739726,1,0,0,0,0,0.020214959,0.002262938,1,0,0,0,1,0
0,0,0,0.794520548,1,1,1,1,1,0.61302011,0.551042862,1,0,1,1,0,0
0,1,0,0.219178082,1,0,1,1,0,0.362850644,0.107824224,1,0,1,0,0,1
0,1,1,0.97260274,1,0,1,1,0,0.895826497,0.8852063,1,1,0,0,0,1
0,1,1,0.123287671,1,0,0,0,0,0.651657633,0.086901072,0,0,1,0,0,0
1,0,0,0.589041096,1,0,1,0,0,0.380102984,0.278788429,1,1,0,0,0,1
0,0,0,0.369863014,1,0,0,1,1,0.173923896,0.115773235,1,0,1,0,0,1
0,0,1,0.205479452,1,1,0,0,1,0.519669577,0.124699424,0,0,1,0,0,1
0,1,1,0.671232877,1,0,0,0,0,0.01869486,0.115111672,1,0,1,0,1,0
0,0,0,0,1,0,0,0,1,0.074550891,0.002787007,0,0,0,0,1,0
0,1,0,0.931506849,1,1,1,1,1,0.612229346,0.636663641,1,0,1,0,0,0
0,0,0,0.054794521,1,0,0,0,0,0.509153058,0.024032945,0,0,1,0,1,0
0,0,1,0.726027397,0,0,0,0,1,0.016283199,0.11540605,1,1,0,0,0,0
0,1,0,0.890410959,1,1,1,0,0,0.781075396,0.730942259,0,0,1,0,0,1
0,0,0,0.424657534,1,0,1,1,0,0.81651563,0.35809544,0,1,0,0,0,0
0,0,0,0.150684932,1,0,0,0,0,0.04769205,0.024537057,1,0,1,0,1,0
1,1,1,0.95890411,1,0,1,1,1,0.877211231,0.860781256,1,1,0,0,0,1
0,1,0,0.835616438,1,0,1,1,0,0.874779124,0.777301461,1,1,0,0,0,1
0,0,1,0.575342466,1,1,0,0,0,0.447364814,0.315198541,0,0,0,0,0,1
0,0,0,0.465753425,1,0,0,1,0,0.47013591,0.248520793,0,0,1,0,1,0
0,1,1,1,1,1,1,1,0,0.666426698,0.705733698,0,0,1,0,0,0
0,1,0,0.383561644,1,1,0,1,0,0.357434754,0.164283501,1,1,0,0,1,0
0,0,1,0.123287671,1,0,0,0,1,0.038961752,0.021839961,1,0,0,0,1,0
1,0,0,0.904109589,1,1,0,1,1,0.468465806,0.48955287,0,1,0,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.515033649,0.008228936,0,0,1,0,0,1
0,0,1,0.630136986,1,1,0,0,0,0.372640696,0.305637952,0,0,0,0,0,1
0,1,1,0,1,0,0,0,1,0.517457854,0.00815894,0,0,1,0,1,0
0,1,0,0.876712329,1,0,0,1,1,0.634958643,0.571828191,0,1,0,1,0,0
0,0,1,0.438356164,1,1,1,1,0,0.947017809,0.454528855,1,0,0,1,0,0
0,0,0,0.917808219,1,1,1,0,1,0.904646966,0.855576283,0,0,1,1,0,0
0,0,0,0.273972603,1,0,0,0,1,0.090959459,0.069931212,0,1,0,0,1,0
0,0,0,0.794520548,1,0,0,1,1,0.781863568,0.669873884,0,0,1,0,0,1
0,0,0,0.246575342,1,1,0,0,0,0.768001556,0.206143352,1,0,0,0,0,1
0,0,0,0.219178082,1,0,0,0,0,0.064804239,0.042134635,1,1,0,0,1,0
0,0,0,0.98630137,1,1,1,1,0,0.953460991,0.978202941,0,0,0,0,0,1
0,0,0,0.616438356,1,1,1,0,1,0.586809325,0.414076608,1,0,1,0,1,0
0,1,0,0.97260274,1,0,0,0,0,0.079031874,0.206884694,0,0,0,0,1,0
0,0,0,0.315068493,1,0,0,0,0,0.566532108,0.2053957,0,1,0,1,0,0
0,1,0,0.98630137,1,1,1,1,0,0.745927661,0.788578072,0,0,0,0,0,0
1,1,0,0.02739726,1,0,0,0,0,0.540356777,0.008346772,1,0,1,0,1,0
1,1,0,0.821917808,0,0,0,0,0,0.32268615,0.334901237,0,0,1,1,0,0
0,1,1,0.191780822,1,0,0,0,1,0.020304117,0.035570472,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,0.558288608,0.008518715,1,0,1,0,0,1
1,0,0,0.191780822,1,0,0,1,1,0.42374353,0.117949143,1,1,0,0,0,1
0,1,1,0.945205479,1,1,1,1,0,0.721442191,0.767597685,1,0,1,0,0,1
0,1,0,0.150684932,1,0,0,0,0,0.332707266,0.070597838,1,0,1,0,0,1
0,1,0,0.821917808,1,1,0,1,0,0.755353305,0.674817594,0,1,0,0,0,0
0,1,0,0.397260274,1,0,0,0,1,0.662550123,0.302339495,1,1,0,0,0,1
0,0,0,0.109589041,1,1,0,0,0,0.355415752,0.040674183,1,1,0,0,1,0
0,1,1,0.219178082,1,0,1,1,1,0.579790189,0.133180069,0,0,0,0,0,0
0,1,0,0.97260274,1,1,1,1,0,0.719909568,0.773457148,1,1,0,1,0,0
1,0,0,0.479452055,1,0,0,0,0,0.536000375,0.278366263,0,0,0,0,0,1
0,0,0,1,1,0,0,0,1,0.038013003,0.162809594,0,0,1,0,0,0
0,0,0,0.082191781,1,0,0,0,1,0.717533599,0.052544466,0,0,1,0,0,1
0,0,0,0.054794521,1,0,0,0,0,0.604350225,0.047488381,1,0,1,0,0,1
0,1,0,0.767123288,1,0,1,0,0,0.749017009,0.645756483,0,0,1,0,0,1
0,1,0,0.315068493,1,0,0,0,1,0.033172589,0.057213676,0,1,0,0,0,0
0,0,0,0.397260274,1,0,0,1,0,0.71520389,0.313743743,0,1,0,1,0,0
0,0,0,0.205479452,1,0,0,0,1,0.812729419,0.163173936,0,0,1,0,0,1
0,1,0,0.945205479,1,1,1,1,1,0.566060637,0.612060993,1,0,1,1,0,0
0,0,0,1,1,1,1,1,0,0.94931769,0.967653108,0,0,1,1,0,0
0,1,0,0.356164384,1,0,1,1,0,0.864894593,0.350724643,1,1,0,0,0,1
0,1,1,0.191780822,0,0,0,0,0,0.035760715,0.029139306,1,0,1,0,1,0
1,1,1,0.410958904,1,0,1,0,0,0.717945043,0.333495072,1,1,0,0,1,0
0,0,1,0.328767123,1,0,0,0,1,0.057437408,0.061223892,0,0,1,0,0,0
0,0,0,0.04109589,1,0,1,0,0,0.643589209,0.03686774,0,0,1,1,0,0
0,0,0,0.97260274,1,1,1,1,1,0.660198962,0.716768362,0,1,0,0,0,0
0,1,1,0.643835616,1,1,0,1,1,0.42470566,0.34201069,0,0,0,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.513288403,0.016084521,0,1,0,0,0,1
0,0,0,0.917808219,1,1,1,1,1,0.498424334,0.512137366,0,0,0,0,0,0
0,1,1,0.410958904,1,0,0,0,0,0.018515758,0.069106313,0,1,0,0,1,0
0,0,0,0.438356164,1,1,1,0,0,0.890496954,0.413187655,0,1,0,0,1,0
0,0,0,0.424657534,1,1,1,1,0,0.481923842,0.229718287,1,0,1,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.029961483,0.006649242,0,1,0,0,1,0
0,1,0,0.136986301,1,0,0,0,1,0.033949356,0.021532854,1,1,0,0,1,0
0,1,0,0.01369863,1,0,0,0,0,0.083192632,0.009270108,0,0,1,0,1,0
1,0,0,0.095890411,1,0,0,0,1,0.038125607,0.019056398,1,0,1,0,0,1
0,0,0,0.068493151,1,0,0,0,0,0.034956757,0.012051958,1,0,0,0,1,0
0,0,0,0.643835616,1,0,1,1,1,0.860469145,0.564835671,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,0.26358092,0.005231095,1,0,1,0,0,1
0,1,0,0.054794521,1,0,0,0,0,0.07695612,0.010323154,0,1,0,0,1,0
0,1,1,0.917808219,1,1,1,0,0,0.62896746,0.619079928,1,1,0,1,0,0
0,1,0,0.931506849,1,0,0,0,1,0.064244272,0.189101312,1,0,1,0,0,0
1,1,0,0.02739726,1,0,0,0,0,0.553475103,0.035293322,0,1,0,0,1,0
0,1,1,0.97260274,1,1,1,1,1,0.948398151,0.969984726,1,1,0,0,0,1
0,1,1,0.945205479,1,1,0,1,0,0.56526745,0.625920681,0,0,1,1,0,0
1,1,1,0.424657534,1,0,1,1,0,0.785358905,0.335060114,1,0,1,0,0,1
0,1,0,0.849315068,1,0,1,1,1,0.742505232,0.659976632,0,0,1,1,0,0
1,0,0,0.98630137,1,0,0,1,0,0.856834722,0.850063791,1,1,0,0,0,0
0,0,0,0.068493151,1,0,0,0,0,0.575464671,0.05417589,0,0,1,0,0,1
0,1,1,0.01369863,1,0,0,0,1,0.043636778,0.002417739,1,0,1,0,0,1
0,0,0,0.876712329,1,0,1,1,0,0.654134723,0.648620909,1,0,0,1,0,0
0,1,0,0.808219178,0,1,0,0,0,0.271667387,0.292393528,1,1,0,0,0,1
0,0,0,0.561643836,1,0,0,0,1,0.226110732,0.193264817,1,1,0,0,0,1
1,0,0,0.95890411,1,0,1,1,0,0.935695647,0.914618407,1,1,0,0,0,1
0,1,1,0.479452055,1,0,0,0,1,0.698288047,0.384808975,1,0,1,0,0,1
1,1,0,0.04109589,1,0,0,0,0,0.521064395,0.03244173,1,1,0,0,0,1
0,0,0,0.328767123,1,1,0,0,1,0.512410968,0.207223345,0,0,1,0,0,0
0,0,0,0.534246575,1,0,0,0,1,0.52362307,0.302278214,0,0,0,1,0,0
0,0,0,0.465753425,1,0,0,0,1,0.028468893,0.071746772,1,0,1,0,1,0
0,1,0,0.178082192,1,1,0,0,1,0.46232373,0.108562448,0,0,0,0,0,0
0,0,0,0.136986301,1,0,0,0,1,0.574625461,0.073125288,1,0,1,1,0,0
0,1,1,0.068493151,1,0,0,0,0,0.077449527,0.017329276,1,0,1,0,0,1
0,0,0,0.191780822,1,1,0,0,0,0.77722359,0.143306396,0,1,0,0,0,1
0,1,1,0.904109589,1,1,1,1,1,0.719837602,0.68613819,1,0,1,0,1,0
0,0,0,0.493150685,1,0,0,1,0,0.171549212,0.145979815,0,1,0,0,0,0
0,0,0,0.095890411,1,0,0,0,1,0.547993003,0.045999847,0,0,0,0,1,0
0,1,0,0.753424658,1,0,1,0,0,0.809522229,0.689237274,1,1,0,1,0,0
1,1,0,0.821917808,1,0,0,0,0,0.625962846,0.564790316,0,0,1,0,0,1
0,0,0,0.191780822,1,0,1,0,1,0.579043486,0.128874121,0,0,0,0,0,1
1,1,0,1,1,0,1,1,0,0.900712379,0.907534265,1,0,0,1,0,0
1,0,0,0.054794521,1,0,0,0,1,0.263022684,0.02292201,1,0,1,0,0,1
0,0,1,0.726027397,1,1,0,1,0,0.879644782,0.671082713,1,1,0,0,0,1
0,1,0,0.945205479,0,1,1,1,1,0.979881185,0.919907641,0,1,0,0,1,0
0,0,0,0.287671233,1,0,0,0,1,0.033185823,0.041121622,0,1,0,1,0,0
0,0,0,0.684931507,1,0,0,1,0,0.790154265,0.580015949,1,0,1,0,1,0
0,1,0,0,1,0,0,0,0,0.179690763,0.003865711,0,0,1,0,0,1
0,0,0,0.315068493,1,0,1,0,1,0.300128945,0.149098922,0,0,1,0,0,1
0,1,1,0.917808219,1,0,0,0,1,0.064510965,0.194303541,0,0,1,0,1,0
0,0,0,0.821917808,1,0,1,0,0,0.430028139,0.4198878,0,0,1,0,0,0
0,1,1,1,1,1,1,1,0,0.704596416,0.755621696,1,0,1,1,0,0
0,1,1,0.123287671,1,0,0,0,1,0.693221694,0.107267807,1,1,0,0,0,1
0,1,0,0.863013699,1,1,0,0,0,0.765951779,0.690790603,1,1,0,0,0,1
